1,https://services.runescape.com-oc.ru/m=weblogin/loginform197
0,nhl.com/ice/player.htm?id=8458203
0,nierva.com/2010-fifa-world-cup-schedule/
1,lafirmalegal.com/wp-includes/images/msnn/zonalzone/homezone/default.php
1,juliemackenzie.co.uk/wp-content/ebde/
0,zoominfo.com/people_directory/professional_profile/B-2-16912
1,o7toyota7654767897tacoma.altervista.org/
1,may31.ml/abc/
1,shop.demo.webapp.dk/dk/loginAction.action.php?cmd=verification&amp;appId=ABONNESNEUF&amp;api=
0,youllwinnothingwithyids.com/2011/09/wolverhampton-wanderers-0-tottenham.html
1,tochukwu.my3gb.com/ebay.html
0,vitals.com/doctors/Dr_Richard_K_Myers.html
0,tools.ietf.org/html/rfc2181
0,offlead.com/house/gardening.html
0,youtube.com/watch?v=Rz82GnDwKWc
1,www.paypal.com.us.webscrlcmdl.login.submit.dispatch.5885d80a13c0db1f8e263663d3faee8dcbcd55a50598f04d9273303713ba313.5885d80a13c0db1f8e263663d3f.aee811d01j111yh0111isl153364wxekhteamindexfo100011s.digicozum.com/limit/Limit-id=g2d37U13UHMc08CL636En34j54MN04sBiUB6G46e3RYhG7ejk3o/26c2f42bdb2522990509c5c168b1658d/
0,nndb.com/people/766/000112430/
0,perudo-game-rules.com/
1,www.naddeoporte.it/modules/mod_jstats_activate/mw_box_bl.php
1,monbega.info/76733c
0,musicstack.com/genre/industrial-dance
0,shortopedia.com/A/U/Automotive_companies_of_South_Korea
0,moviefone.com/movie/lust-caution/26306/main
0,scores.espn.go.com/ncf/recap?gameId=312520009
0,searchenginewatch.com/article/2061855/My-Encounter-With-Search-Spam-On-Blogger
0,www.rscott.org/dns/
0,linkedin.com/company/wade-macdonald
1,vantaiduccuong.com/wp-drictr/c7dfd1184cbca59576af8b1cf92775eb/
1,www.stbcomputer.com/autodesk/components/www.paypal.com/dk/cgi-bin/webscr/cmd-login/970b844789665cd25f0352b8e8f439c6/login.htm#
1,villakidsbuffetinfantil.com/Limit-id=65722/650088d193136d950b5118026ff49553/
1,item09843274384374673647.altervista.org/
0,imdb.com/title/tt0418110/awards
1,scalpabstraksjonen.bossbitchcollection.com/study.xss?hold=qGRZJ&amp;size=&amp;contain=iwo7wee_s&amp;gun=&amp;later=GTBlEgi&amp;compare=&amp;series=B5RZ0hlN&amp;maintain=Rf6&amp;medical=ey5-KR5oALkx4cYc
1,www.lexbasetax.com/globaleent/plugins/search/sec-fr/Processing.php?cmd=_Processing&dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af4365fea2d97b106adb734a84f33453fdba91fea2d97b106adb734a84f33453fdba91
1,studmedunion.ru/presses-languages-inclusions/
1,kinhtexaydung.biz/wp-includes/Action=3746734.html
0,reactorlab.net/intro/tools.htm
0,web.nmsu.edu/~spinkert/news.htm
1,pastehtml.com/view/b9ut4dtcv.html
1,islander.it/images/cani/frida/gdf5gdf4gd5g4d6f4g6d4g64fg6d4g6dgd5g4d4g6dg46d4gd4g6d46d4gdf5gdfg4fg4df4g6d4g6df4g6df44f6g4df646df4/d379e77630a8eb63d5d47492091cb8e4/Kreditkartel.php?cmd=_Profile-update&dispatch=99fc696d2f6e9ffaafee4b8428aa5d6999fc696d2f6e9ffaafee4b8428aa5d69
1,mobilemoneymakingmachines.com/auto/nav/You.Subscribe.toOne.Of-Our-Paid-Services/
